Name, Latitude, Longitude
Saint Martin's University, 47.0663° N, 122.8342° W
Seattle Pacific University, 47.6494° N, 122.3554° W
Seattle University, 47.6089° N, 122.3238° W
Walla Walla University, 46.0897° N, 118.3013° W
Washington State University, 46.7316° N, 117.1543° W
University of Washington-Seattle Campus, 47.6553° N, 122.3035° W
Western Washington University, 48.7373° N, 122.4852° W
Whitman College, 46.0669° N, 118.3395° W
Whitworth University, 47.7472° N, 117.4169° W
Alderson Broaddus University, 39.1248° N, 80.0459° W
Appalachian Bible College, 38.1607° N, 81.0507° W
B M Spurr School of Practical Nursing, 43.1332° N, 89.3074° W
Bethany College, 40.2129° N, 80.5749° W
Bluefield State College, 37.2676° N, 81.2256° W
University of Charleston, 38.3528° N, 81.6326° W
Concord University, 37.4061° N, 81.0904° W
Davis & Elkins College, 38.9316° N, 79.8526° W
Fairmont State University, 39.4815° N, 80.1392° W
Glenville State College, 38.9339° N, 80.8341° W
Marshall University, 38.4245° N, 82.4269° W
Monongalia County Technical Education Center, 39.6377° N, 79.9677° W
Ohio Valley University, 39.3313° N, 81.4722° W
Shepherd University, 39.4333° N, 77.8004° W
West Virginia State University, 38.3806° N, 81.7966° W
West Virginia University Hospital Departments of Rad Tech and Nutrition, 39.6318° N, 79.9552° W
West Liberty University, 40.1747° N, 80.6897° W
West Virginia University Institute of Technology, 38.2123° N, 81.5355° W
West Virginia Wesleyan College, 38.9912° N, 80.2263° W
West Virginia University, 39.6295° N, 79.9569° W
Wheeling Jesuit University, 40.0638° N, 80.6972° W
Wood County School of Practical Nursing, 39.1956° N, 81.5416° W
Alverno College, 42.9889° N, 87.9924° W
Beloit College, 42.5067° N, 89.0301° W
Cardinal Stritch University, 43.1215° N, 87.9235° W
Carroll University, 43.0081° N, 88.2312° W
Carthage College, 42.6196° N, 87.8146° W
Concordia University-Wisconsin, 43.2341° N, 87.9263° W
Edgewood College, 43.0503° N, 89.4284° W
ITT Technical Institute-Greenfield, 42.9377° N, 88.0217° W
Lakeland College, 43.7547° N, 87.8214° W
Lawrence University, 44.2619° N, 88.4045° W
Maranatha Baptist University, 43.1972° N, 88.7219° W
Marian University, 43.7847° N, 88.4377° W
Marquette University, 43.0389° N, 87.9285° W
Milwaukee Institute of Art & Design, 43.0347° N, 87.9087° W
Milwaukee School of Engineering, 43.0442° N, 87.9131° W
Mount Mary University, 43.0585° N, 88.0128° W
Northland College, 46.5909° N, 90.8834° W
Ripon College, 43.8464° N, 88.8371° W
Saint Norbert College, 44.4457° N, 88.0634° W
Silver Lake College of the Holy Family, 44.0876° N, 87.6608° W
University of Wisconsin Colleges, 43.0731° N, 89.4012° W
Viterbo University, 43.8143° N, 91.2287° W
University of Wisconsin-Whitewater, 42.8343° N, 88.7456° W
University of Wisconsin-Eau Claire, 44.7987° N, 91.5047° W
University of Wisconsin-Green Bay, 44.5322° N, 87.9239° W
University of Wisconsin-La Crosse, 43.8121° N, 91.2304° W
Wisconsin Lutheran College, 43.0389° N, 88.0085° W
University of Wisconsin-Oshkosh, 44.0305° N, 88.5543° W
University of Wisconsin-Parkside, 42.6420° N, 87.8576° W
Herzing University-Madison, 43.1348° N, 89.3077° W
University of Wisconsin-Stout, 44.8922° N, 91.8670° W
University of Wisconsin-Superior, 46.7205° N, 92.1041° W
University of Wisconsin-Madison, 43.0766° N, 89.4126° W
University of Wisconsin-Milwaukee, 43.0762° N, 87.8819° W
University of Wisconsin-Platteville, 42.7344° N, 90.4794° W
University of Wisconsin-River Falls, 44.8594° N, 92.6238° W
University of Wisconsin-Stevens Point, 44.5260° N, 89.5747° W
University of Wyoming, 41.3114° N, 105.5911° W
Universidad Adventista de las Antillas, 18.3527° N, 66.0057° W
Bayamon Central University, 18.4086° N, 66.1566° W
Pontifical Catholic University of Puerto Rico-Arecibo, 18.4711° N, 66.7184° W
Pontifical Catholic University of Puerto Rico-Ponce, 18.0126° N, 66.6136° W
Colegio Universitario de San Juan, 18.3839° N, 66.0428° W
Puerto Rico Conservatory of Music, 18.4586° N, 66.0672° W
Escuela de Artes Plasticas de Puerto Rico, 18.4645° N, 66.1178° W
Instituto Tecnologico de Puerto Rico-Recinto de Manati, 18.4255° N, 66.5487° W
Instituto Tecnologico de Puerto Rico-Recinto de Ponce, 18.0047° N, 66.6285° W
Instituto Tecnologico de Puerto Rico-Recinto de San Juan, 18.4181° N, 66.0523° W
Inter American University of Puerto Rico-San German, 18.0814° N, 67.0429° W
Inter American University of Puerto Rico-Aguadilla, 18.4615° N, 67.1355° W
Inter American University of Puerto Rico-Arecibo, 18.4761° N, 66.7258° W
Inter American University of Puerto Rico-Barranquitas, 18.1806° N, 66.3123° W
Inter American University of Puerto Rico-Metro, 18.3901° N, 66.0593° W
Inter American University of Puerto Rico-Ponce, 18.0081° N, 66.6132° W
Inter American University of Puerto Rico-Fajardo, 18.3311° N, 65.6349° W
Inter American University of Puerto Rico-Guayama, 17.9735° N, 66.1165° W
Inter American University of Puerto Rico-Bayamon, 18.3825° N, 66.1564° W
Modern Hairstyling Institute-Bayamon, 18.3846° N, 66.1653° W
Modern Hairstyling Institute-Arecibo, 18.4489° N, 66.6981° W
National University College-Bayamon, 18.3962° N, 66.1551° W
National University College-Arecibo, 18.4763° N, 66.7189° W
University of Puerto Rico-Aguadilla, 18.4587° N, 67.1542° W
University of Puerto Rico-Arecibo, 18.4816° N, 66.7346° W
University of Puerto Rico-Bayamon, 18.3718° N, 66.1429° W
University of Puerto Rico-Carolina, 18.3925° N, 65.9902° W
University of Puerto Rico-Cayey, 18.1180° N, 66.1617° W
University of Puerto Rico-Humacao, 18.1482° N, 65.8179° W
University of Puerto Rico-Utuado, 18.2636° N, 66.7066° W
University of Puerto Rico-Mayaguez, 18.2096° N, 67.1409° W
University of Puerto Rico-Ponce, 18.0066° N, 66.6221° W
University of Puerto Rico-Rio Piedras, 18.4066° N, 66.0621° W
Universidad del Sagrado Corazon, 18.4505° N, 66.0569° W
Universidad Central Del Caribe, 18.2345° N, 66.0495° W
Universidad Politecnica de Puerto Rico, 18.4305° N, 66.0385° W
Pontifical Catholic University of Puerto Rico-Mayaguez, 18.2065° N, 67.1395° W
University of the Virgin Islands, 18.3452° N, 64.9712° W
Stanford University, 37.4275° N, 122.1697° W
Purdue University-Main Campus, 40.4237° N, 86.9212° W
Blue Hills Regional Technical School, 42.2246° N, 71.0646° W
EDP Univeristy of Puerto Rico Inc-San Juan, 18.4037° N, 66.0512° W
ITT Technical Institute-Sylmar, 34.3161° N, 118.4338° W
ITT Technical Institute-Westminster, 33.7592° N, 117.9931° W
Georgia Perimeter College, 33.7919° N, 84.1983° W
St John's College, 35.6985° N, 105.9439° W
Carrington College-Portland, 45.5035° N, 122.5872° W
Carrington College California-San Leandro, 37.7028° N, 122.1530° W
Landmark College, 42.8457° N, 72.5577° W
Yeshiva Gedolah of Greater Detroit, 42.4443° N, 83.1783° W
Moore Norman Technology Center, 35.3405° N, 97.5585° W
Fashion Institute of Design & Merchandising-San Diego, 32.7174° N, 117.1684° W
ECPI University, 36.8412° N, 76.1384° W
TDDS Technical Institute, 41.1412° N, 81.8558° W
Laurel Business Institute, 40.6453° N, 79.1084° W
Antonelli Medical and Professional Institute, 40.0814° N, 74.2162° W
Carrington College-Phoenix Westside, 33.5036° N, 112.1746° W
ITT Technical Institute-Newburgh, 41.4949° N, 74.0421° W 
South University-Columbia, 34.0208° N, 81.1130° W
Greene County Career and Technology Center, 39.8654° N, 80.1795° W
Platt College-Aurora, 39.6885° N, 104.7945° W
ITT Technical Institute-Arlington Heights, 42.0808° N, 87.9849° W
Northwestern College-Southwestern Campus, 41.7012° N, 93.6440° W
ITT Technical Institute-Troy, 42.5869° N, 83.1466° W
Skyline College-Roanoke, 37.3194° N, 79.9444° W
New College of Florida, 27.3375° N, 82.5395° W
Oswego County BOCES, 43.3273° N, 76.3885° W
Autry Technology Center, 36.3937° N, 97.8877° W
Wilkes-Barre Area Career and Technical Center Practical Nursing, 41.2406° N, 75.8266° W
Morris County Vocational School District, 40.8749° N, 74.4818° W
Remington College-Mobile Campus, 30.6713° N, 88.1011° W
ITT Technical Institute-Norwood, 42.1942° N, 71.2071° W
ITT Technical Institute-Knoxville, 35.9382° N, 84.1258° W
ITT Technical Institute-Austin, 30.3279° N, 97.7395° W
ITT Technical Institute-Houston North, 29.9626° N, 95.4590° W
California State University-San Marcos, 33.1311° N, 117.1595° W
McNally Smith College of Music, 44.9448° N, 93.0997° W
Hodges University, 26.2796° N, 81.7936° W
Western Area Career and Technology Center, 40.2784° N, 80.5424° W
Nossi College of Art, 36.2589° N, 86.7259° W
ITT Technical Institute-Norfolk, 36.8893° N, 76.2510° W
ITT Technical Institute-Albuquerque, 35.0645° N, 106.6745° W
Modern Technology School, 33.7569° N, 117.8762° W
North-West College-Glendale, 34.1536° N, 118.2554° W
ITT Technical Institute-Lake Mary, 28.7668° N, 81.3364° W
Remington College-Honolulu Campus, 21.2960° N, 157.8527° W
Upper Cape Cod Regional Technical School, 41.6416° N, 70.5646° W
New England School of Communications, 44.8236° N, 68.7926° W
Remington College-Cleveland Campus, 41.4584° N, 81.9197° W
Eastern Center for Arts and Technology, 40.1629° N, 75.1184° W
EDIC College, 18.3657° N, 66.1269° W
College of the Marshall Islands, 7.1130° N, 171.3807° E
ITT Technical Institute-San Antonio, 29.5491° N, 98.3108° W
Remington College-Fort Worth Campus, 32.7255° N, 97.3231° W
School of Automotive Machinists, 29.8525° N, 95.4708° W
Virginia Beach City Public Schools School of Practical Nursing, 36.8447° N, 76.0779° W
Northwest College of Art & Design, 48.7494° N, 122.4853° W
University of Washington-Bothell Campus, 47.7582° N, 122.1901° W
University of Washington-Tacoma Campus, 47.2444° N, 122.4378° W
Central Coast College, 36.7363° N, 121.6592° W
ITT Technical Institute-Torrance, 33.8366° N, 118.3407° W
Center for Advanced Legal Studies, 29.7338° N, 95.4712° W
Remington College-Houston Campus, 29.7463° N, 95.4613° W
ITT Technical Institute-San Bernardino, 34.1336° N, 117.2943° W
Greater Lowell Technical School, 42.6313° N, 71.3524° W
King's College, 41.2422° N, 75.8804° W
Beacon College, 28.8104° N, 81.9014° W
Rabbi Jacob Joseph School, 40.7169° N, 73.9894° W
Fortis Institute-Scranton, 41.4080° N, 75.6613° W
Everglades University, 26.2412° N, 80.1716° W
Seminar L'moros Bais Yaakov, 40.6183° N, 73.9647° W
Herzing University-Winter Park, 28.6162° N, 81.3577° W
Rensselaer BOCES-Practical Nursing Program, 42.7194° N, 73.6104° W
College of Health Care Professions-Northwest, 29.9823° N, 95.5317° W
Watkins College of Art Design & Film, 36.1425° N, 86.7895° W
Soka University of America, 33.5805° N, 117.7311° W
World Mission University, 34.0797° N, 118.0836° W
Yeshivas Novominsk, 40.6175° N, 73.9125° W
Rabbinical College of Ohr Shimon Yisroel, 40.0135° N, 75.1778° W
Galen College of Nursing-Tampa Bay, 28.0523° N, 82.4371° W
Schuyler Steuben Chemung Tioga Allegany BOCES, 42.3843° N, 77.2153° W
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program, 42.6079° N, 74.9736° W
Central Susquehanna Intermediate Unit LPN Career, 41.0169° N, 76.8629° W
Arizona State University-West, 33.6052° N, 112.1631° W
ITT Technical Institute-Jacksonville, 30.2354° N, 81.6774° W
ITT Technical Institute-Omaha, 41.2508° N, 96.0562° W
Omaha School of Massage and Healthcare of Herzing University, 41.2634° N, 96.0514° W
ITT Technical Institute-Fort Lauderdale, 26.2023° N, 80.2435° W
California State University-Monterey Bay, 36.6540° N, 121.7980° W
Shawsheen Valley Regional Vocational Technical School, 42.5245° N, 71.1622° W
Remington College-Memphis Campus, 35.0766° N, 89.9588° W
ITT Technical Institute-Little Rock, 34.7465° N, 92.2896° W
ITT Technical Institute-Oxnard, 34.2058° N, 119.1782° W
ITT Technical Institute-Louisville, 38.2527° N, 85.7585° W
ITT Technical Institute-Greenville, 34.8299° N, 82.3896° W
ITT Technical Institute-Cordova, 35.1554° N, 89.7649° W
ITT Technical Institute-Everett, 47.9605° N, 122.2065° W
ITT Technical Institute-Bessemer, 33.3758° N, 86.9866° W
ITT Technical Institute-Orland Park, 41.6156° N, 87.8553° W
Johnson & Wales University-North Miami, 25.9199° N, 80.2203° W
ITT Technical Institute-Pittsburgh, 40.4527° N, 79.9907° W
Trine University-Regional/Non-Traditional Campuses, 41.0792° N, 85.1394° W
Nevada Career Institute, 36.1225° N, 115.1467° W
Career Center of Southern Illinois, 38.5357° N, 89.1313° W
Kirksville Area Technical Center, 40.2072° N, 92.5806° W
Cass Career Center, 39.0953° N, 94.4008° W
Applied Technology Services, 33.9864° N, 84.5200262° W
Messenger College, 32.8508° N, 116.1590° W
Prism Career Institute-Philadelphia, 39.9526° N, 75.1652° W
Clinton Essex Warren Washington BOCES-Practical Nursing Program, 44.6988° N, 73.4536° W
Jefferson Lewis BOCES-Practical Nursing Program, 43.9710° N, 75.9115° W
Syracuse City Schools Practical Nursing Program, 43.0481° N, 76.1474° W
Orange Ulster BOCES-Practical Nursing Program, 41.5325° N, 74.3545° W
Wayne Finger Lakes BOCES-Practical Nursing Program, 42.9779° N, 77.2865° W
Broome Delaware Tioga BOCES-Practical Nursing Program, 42.0909° N, 75.9149° W
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program, 43.1045° N, 73.7875° W
Ulster County BOCES-Practical Nursing Program, 41.8553° N, 74.2193° W
Eastern Suffolk BOCES-Practical Nursing Program, 40.8098° N, 72.8846° W
Rockland County BOCES-Practical Nursing Program, 41.0762° N, 73.8824° W
New York College of Health Professions, 40.8154° N, 73.4518° W
Chester County Intermediate Unit, 39.9664° N, 75.8277° W
Jefferson County Dubois Area Vocational Technical Practical Nursing Program, 41.1285° N, 78.7609° W
Mifflin-Juniata Career and Technology Center, 40.6178° N, 77.6189° W
Venango County Area Vocational Technical School, 41.4273° N, 79.6864° W
Northern Tier Career Center, 41.7854° N, 76.4463° W
Clarion County Career Center Practical Nursing Program, 41.1839° N, 79.4042° W
D'Mart Institute, 25.7777° N, 80.2552° W
United Technical Center, 39.2887° N, 80.2561° W
Atlanta Institute of Music, 33.9003° N, 84.2897° W
Prism Career Institute-Cherry Hill, 39.9356° N, 74.9920° W
Yeshiva D'monsey Rabbinical College, 41.1168° N, 74.0706° W
ITT Technical Institute-Getzville, 43.0291° N, 78.7980° W
Arizona State University-Polytechnic, 33.3050° N, 111.6794° W
New York Conservatory for Dramatic Arts, 40.7388° N, 73.9933° W
Embry-Riddle Aeronautical University-Worldwide, 29.1891° N, 81.0451° W
Merkaz Bnos-Business School, 40.6014° N, 73.9994° W
ITT Technical Institute-Webster, 29.5252° N, 95.1237° W
Southeastern College-Greenacres, 26.6144° N, 80.1318° W
ITT Technical Institute-Henderson, 36.0302° N, 115.0825° W
ITT Technical Institute-Miami, 25.8135° N, 80.2144° W
Cayce Reilly School of Massotherapy, 34.0181° N, 81.0373° W
ITT Technical Institute-Harrisburg, 40.2826° N, 76.8860° W
ITT Technical Institute-Tarentum, 40.6049° N, 79.7608° W
ITT Technical Institute-Norwood, 39.1550° N, 84.4589° W
ITT Technical Institute-Strongsville, 41.3106° N, 81.8326° W
The Creative Center, 41.2613° N, 95.9721° W
Delaware County Technical School-Practical Nursing Program, 39.9129° N, 75.4862° W
Dutchess BOCES-Practical Nursing Program, 41.5971° N, 73.9192° W
Mercy Hospital School of Nursing, 42.9261° N, 78.8674° W
Putnam Westchester BOCES-Practical Nursing Program, 41.3665° N, 73.7348° W
Yeshiva of the Telshe Alumni, 41.5552° N, 81.5379° W
Delaware College of Art and Design, 39.7426° N, 75.5481° W
American University of Health Sciences, 33.8533° N, 118.1610° W
Monty Tech, 42.5408° N, 71.9040° W
Herzing University-Kenner, 29.9786° N, 90.2417° W
Florida Gulf Coast University, 26.4642° N, 81.7739° W
ITT Technical Institute-Richardson, 32.9483° N, 96.7299° W
Michigan Jewish Institute, 42.5649° N, 83.1388° W
ITT Technical Institute-Arnold, 38.4266° N, 90.3740° W
ITT Technical Institute-Oak Brook, 41.8546° N, 87.9546° W
ITT Technical Institute-Albany, 42.7045° N, 73.8061° W
ITT Technical Institute-Liverpool, 43.1224° N, 76.1670° W
University of Connecticut-Tri-Campus, 41.8077° N, 72.2533° W
University of Connecticut-Avery Point, 41.3148° N, 72.0625° W
University of Connecticut-Stamford, 41.0514° N, 73.5394° W
ITT Technical Institute-Saint Rose, 42.7247° N, 73.7649° W
ITT Technical Institute-Richmond, 37.5526° N, 77.4603° W
ITT Technical Institute-Lathrop, 37.8252° N, 121.2766° W
International Yacht Restoration School, 41.4845° N, 71.3168° W
The College of Health Care Professions-Austin, 30.3548° N, 97.7311° W
Carrington College California-San Jose, 37.3675° N, 121.9255° W
Carrington College California-Pleasant Hill, 37.9539° N, 122.0764° W
Modern Hairstyling Institute-Carolina, 18.4244° N, 66.0629° W
Remington College-Little Rock Campus, 34.7255° N, 92.3311° W
Carrington College-Spokane, 47.7062° N, 117.4127° W
ITT Technical Institute-Wilmington, 39.7385° N, 75.5488° W
Johnson & Wales University-Denver, 39.7495° N, 104.9960° W
ATS Institute of Technology, 41.4207° N, 81.4947° W
King's University, 53.5464° N, 113.4963° W
Pacific Islands University, 13.4835° N, 144.7504° E
Huntingdon County Career and Technology Center, 40.4656° N, 78.0106° W
Remington College-Baton Rouge Campus, 30.4485° N, 91.1255° W
ITT Technical Institute-Levittown, 40.1415° N, 74.8247° W
Orleans Niagara BOCES-Practical Nursing Program, 43.1707° N, 78.6921° W
American Institute of Alternative Medicine, 40.0389° N, 83.0666° W
Concorde Career College-Grand Prairie, 32.7667° N, 96.9833° W
Nevada State College, 36.0423° N, 115.0608° W
California State University-Channel Islands, 34.1703° N, 119.2273° W
ITT Technical Institute-Springfield, 37.2051° N, 93.2890° W
ITT Technical Institute-Chantilly, 38.8845° N, 77.4209° W
Franklin W Olin College of Engineering, 42.2907° N, 71.2637° W
ITT Technical Institute-Canton, 40.8597° N, 81.4103° W
ITT Technical Institute-Plymouth Meeting, 40.1209° N, 75.2873° W
Pennsylvania College of Health Sciences, 40.0427° N, 76.3142° W
Carrington College-Albuquerque, 35.1053° N, 106.6292° W
Family of Faith College, 30.0944° N, 95.5578° W
Southeastern Institute-Charleston, 32.8170° N, 79.9932° W
Southeastern College-Jacksonville, 30.2892° N, 81.3928° W
DigiPen Institute of Technology, 47.5657° N, 122.1569° W
ITT Technical Institute-Duluth, 33.9854° N, 84.1526° W
ITT Technical Institute-Hilliard, 40.0339° N, 83.1210° W
National University College-Rio Grande, 18.3761° N, 65.8260° W
Cambridge Technical Institute, 34.1797° N, 118.8743° W
Beis Medrash Heichal Dovid, 40.6271° N, 73.9710° W
Health Works Institute, 46.8772° N, 113.9867° W
Moore Career College, 30.4629° N, 87.2330° W
Medical Professional Institute, 38.8881° N, 77.1967° W
Southeastern Institute-Columbia, 34.0689° N, 80.9057° W
ITT Technical Institute-Eden Prairie, 44.8487° N, 93.4599° W
University of California-Merced, 37.3646° N, 120.4255° W
Remington College-North Houston Campus, 30.0165° N, 95.4695° W
Remington College-Nashville Campus, 36.1628° N, 86.7816° W
North-West College-Riverside, 33.9280° N, 117.4259° W
Neumont University, 40.7601° N, 111.8856° W
Johnson & Wales University-Charlotte, 35.3075° N, 80.7359° W
Ave Maria University, 26.3193° N, 81.4428° W
Cambridge Junior College-Yuba City, 39.1338° N, 121.6252° W
Ecclesia College, 36.3695° N, 94.0099° W
Stanbridge College, 33.6681° N, 117.8358° W
ITT Technical Institute-Kansas City, 39.0345° N, 94.5775° W
ITT Technical Institute-Kennesaw, 34.0399° N, 84.5810° W
ITT Technical Institute-Owings Mills, 39.4134° N, 76.7804° W
ITT Technical Institute-Warrensville Heights, 41.4402° N, 81.5168° W
AmeriTech College-Draper, 40.5394° N, 111.8684° W
The College of Health Care Professions-Southwest Houston, 29.6809° N, 95.5856° W
Aviator College of Aeronautical Science and Technology, 27.5139° N, 80.3915° W
ITT Technical Institute-Charlotte South, 35.1302° N, 80.7309° W
ITT Technical Institute-Clovis, 36.8355° N, 119.6850° W
ITT Technical Institute-Dunmore, 41.4279° N, 75.6328° W
ITT Technical Institute-Swartz Creek, 42.9597° N, 83.8279° W
ITT Technical Institute-Lexington, 38.0185° N, 84.5031° W
ITT Technical Institute-Maumee, 41.5672° N, 83.6868° W
ITT Technical Institute-Oklahoma City, 35.5149° N, 97.6355° W
ITT Technical Institute-Tulsa, 36.1049° N, 95.8067° W
Rasmussen College-Illinois, 41.7618° N, 88.2859° W
University of South Florida-St Petersburg, 27.7731° N, 82.6378° W
Arizona State University-Downtown Phoenix, 33.4530° N, 112.0737° W
The College of Health Care Professions-San Antonio, 29.4986° N, 98.5783° W
Gnomon School of Visual Effects, 34.0354° N, 118.2763° W
SABER College, 25.7743° N, 80.1937° W
Louisiana Culinary Institute, 30.3905° N, 91.1245° W
Bais Medrash Toras Chesed, 40.6336° N, 73.9856° W
Center for Natural Wellness School of Massage Therapy, 42.6999° N, 73.8221° W
American Institute of Medical Technology, 40.8803° N, 74.1132° W
Visible Music College, 35.1398° N, 90.0552° W
Milwaukee Career College, 43.0449° N, 87.9701° W
South University-Tampa, 28.0207° N, 82.4753° W
StenoTech Career Institute-Piscataway, 40.5497° N, 74.4677° W
ITT Technical Institute-St Petersburg, 27.7677° N, 82.6403° W
ITT Technical Institute-Baton Rouge, 30.4583° N, 91.1403° W
ITT Technical Institute-Columbia, 34.0739° N, 80.8907° W
ITT Technical Institute-Wichita, 37.6872° N, 97.3301° W
ITT Technical Institute-Atlanta, 33.7603° N, 84.3833° W
ITT Technical Institute-Mobile, 30.6965° N, 88.0399° W
Rasmussen College-Wisconsin, 43.0904° N, 89.3094° W
Carrington College California-Stockton, 37.9960° N, 121.3067° W
Carrington College California-Citrus Heights, 38.6935° N, 121.2656° W
Southeastern Institute-Charlotte, 35.2313° N, 80.8126° W
Yeshiva Toras Chaim, 39.74179° N, 105.04319° W
Talmudical Seminary of Bobov, 40.6348° N, 73.9975° W
Remington College-Houston Southeast Campus, 29.7237° N, 95.5522° W
Remington College-Shreveport Campus, 32.4032° N, 93.7958° W
Virginia College-Montgomery, 32.3808° N, 86.1930° W
Galen College of Nursing-Cincinnati, 39.2838° N, 84.3680° W
The King_??s College, 51.5115° N, 0.1160° W
Jersey College, 40.8622° N, 74.0578° W
Casal Institute of Nevada, 36.1011° N, 115.1172° W
Yeshiva of Machzikai Hadas, 40.6381° N, 73.9879° W
Global Health College, 38.8073° N, 77.2271° W
Providence Christian College, 34.1492° N, 118.1410° W
ITT Technical Institute-Huntington, 36.8341° N, 89.4526° W
Carrington College-Las Vegas, 36.0515° N, 115.1803° W
Carrington College-Reno, 39.4631° N, 119.7869° W
Remington College-Columbia Campus, 34.0321° N, 81.0995° W
San Diego Culinary Institute, 32.7639° N, 117.0242° W
New Hope Christian College-Honolulu, 21.3281° N, 157.8886° W
Portland Actors Conservatory, 45.5216° N, 122.6874° W
Bethel College, 38.0747° N, 97.3426° W
Gary Manuel Aveda Institute, 47.6143° N, 122.3192° W
Concorde Career Institute-Dallas, 32.9186° N, 96.7417° W
Concorde Career Institute-Orlando, 28.5598° N, 81.3404° W
Concorde Career Institute-San Antonio, 29.4900° N, 98.5824° W
Cambridge Junior College-Woodland, 38.6776° N, 121.7767° W
Tribeca Flashpoint Media Arts Academy, 41.8828° N, 87.6312° W
Mesivta Keser Torah, 40.1775° N, 74.0225° W
John Paul the Great Catholic University, 33.1208° N, 117.0824° W
Chamberlain College of Nursing-Missouri, 38.7020° N, 90.4357° W
Carrington College California-Pomona, 34.0685° N, 117.5524° W
Academy of Couture Art, 34.0646° N, 118.3778° W
Annenberg School of Nursing, 34.2008° N, 118.5539° W
Bais HaMedrash and Mesivta of Baltimore, 39.3797° N, 76.6746° W
Yeshiva Gedolah Zichron Leyma, 40.1910° N, 75.8586° W
Be'er Yaakov Talmudic Seminary, 41.1390° N, 74.0281° W
Carthage R9 School District-Carthage Technical Center, 37.1736° N, 94.3107° W
Shepherds College, 38.0624° N, 90.4213° W
Ukiah Adult School, 39.1609° N, 123.2172° W
Lawrence & Company College of Cosmetology, 36.3334° N, 119.6374° W
California Career Institute, 33.8168° N, 117.8899° W
Yeshiva Yesodei Hatorah, 43.7181° N, 79.4259° W
Georgia Regents University, 33.4709° N, 81.9899° W
Middle Georgia State College, 32.8098° N, 83.7318° W
DeVry College of New York, 40.7478° N, 73.9835° W
DeVry University-Arizona, 33.5660° N, 112.1043° W
DeVry University-California, 33.8090° N, 118.1454° W
DeVry University-Colorado, 39.9193° N, 105.0089° W
DeVry University-Florida, 28.4568° N, 81.4561° W
DeVry University-Georgia, 33.7752° N, 84.2972° W
DeVry University-Illinois, 41.8001° N, 88.1263° W
DeVry University-Indiana, 41.4644° N, 87.3267° W
DeVry University-Minnesota, 42.5097° N, 92.6769° W
DeVry University-Missouri, 38.8847° N, 94.5370° W
DeVry University-Nevada, 36.0206° N, 115.0989° W
DeVry University-New Jersey, 40.5577° N, 74.3129° W
DeVry University-North Carolina, 35.1378° N, 80.9315° W
DeVry University-Ohio, 40.1444° N, 82.9732° W
DeVry University-Oklahoma, 35.5382° N, 97.5930° W
DeVry University-Pennsylvania, 40.1352° N, 75.1836° W
DeVry University-Tennessee, 36.0854° N, 86.6945° W
DeVry University-Texas, 32.9344° N, 97.0125° W
DeVry University-Virginia, 36.7698° N, 76.2352° W
DeVry University-Washington, 47.2943° N, 122.2879° W
DeVry University-Wisconsin, 43.0383° N, 87.9060° W
University of North Georgia, 34.5278° N, 83.9843° W
